??,tot,sbi,bemp,act
157,28,1,27,1
158,28,1,27,1
159,28,1,27,1
160,28,1,27,1
161,28,1,27,1
162,28,1,27,1
163,28,1,27,1
164,28,1,27,1
165,28,1,27,1
166,28,1,27,1
167,28,1,27,1
168,28,1,27,1
169,28,1,27,1
170,28,1,27,1
171,28,1,27,1
172,28,1,27,1
173,28,1,27,1
174,28,1,27,1
175,28,1,27,1
176,28,1,27,1
177,28,1,27,1
178,28,1,27,1
179,28,1,27,1
180,28,1,27,1
181,28,1,27,1
182,28,1,27,1
183,28,1,27,1
184,28,1,27,1
185,28,1,27,1
186,28,1,27,1
187,28,1,27,1
188,28,1,27,1
189,28,1,27,1
190,28,1,27,1
191,28,1,27,1
192,28,1,27,1
193,28,1,27,1
194,28,1,27,1
195,28,1,27,1
196,28,1,27,1
197,28,1,27,1
198,28,1,27,1
199,28,1,27,1
200,28,1,27,1
201,28,1,27,1
202,28,1,27,1
203,28,1,27,1
204,28,1,27,1
205,28,1,27,1
206,28,1,27,1
207,28,1,27,1
208,28,1,27,1
209,28,1,27,1
210,28,1,27,1
211,28,1,27,1
212,28,1,27,1
213,28,1,27,1
214,28,1,27,1
215,28,1,27,1
216,28,1,27,1
217,28,1,27,1
218,28,1,27,1
219,28,1,27,1
220,28,1,27,1
221,28,1,27,1
222,28,1,27,1
223,28,1,27,1
224,28,1,27,1
225,28,1,27,1
226,28,1,27,1
227,28,1,27,1
228,28,1,27,1
229,28,1,27,1
230,28,1,27,1
231,28,1,27,1
232,28,1,27,1
233,28,1,27,1
234,28,1,27,1
235,28,1,27,1
236,28,1,27,1
237,28,1,27,1
238,28,1,27,1
239,28,1,27,1
240,28,1,27,1
241,28,1,27,1
242,28,1,27,1
243,28,1,27,1
244,28,1,27,1
245,28,1,27,1
246,28,1,27,1
247,28,1,27,1
248,28,1,27,1
249,28,1,27,1
250,28,1,27,1
251,28,1,27,1
252,28,1,27,1
253,28,1,27,1
254,28,1,27,1
255,28,1,27,1
256,28,1,27,1
257,28,1,27,1
258,28,1,27,1
259,28,1,27,1
260,28,3,25,1
261,28,5,23,1
262,28,8,20,1
263,28,11,17,1
264,28,13,15,1
265,28,16,12,1
266,28,17,11,1
267,28,17,11,1
268,28,17,11,1
269,28,17,11,1
270,28,17,11,1
271,28,17,11,1
272,28,17,11,1
273,28,17,11,1
274,28,17,11,1
275,28,17,11,1
276,28,17,11,1
277,28,17,11,1
278,28,17,11,1
279,28,17,11,1
280,28,17,11,1
281,28,17,11,1
282,28,17,11,1
283,28,17,11,1
284,28,17,11,1
285,28,17,11,1
286,28,17,11,1
287,28,17,11,1
288,28,17,11,1
289,28,17,11,1
290,28,17,11,1
291,28,17,11,1
292,28,17,11,1
293,28,17,11,1
294,28,17,11,1
295,28,17,11,1
296,28,17,11,1
297,28,17,11,1
298,28,17,11,1
299,28,17,11,1
300,28,17,11,1
301,28,17,11,1
302,28,17,11,1
303,28,17,11,1
304,28,17,11,1
305,28,17,11,1
306,28,16,12,1
307,28,16,12,1
308,28,16,12,1
309,28,16,12,1
310,28,16,12,1
311,28,16,12,1
312,28,16,12,1
313,28,16,12,1
314,28,16,12,1
315,28,16,12,1
316,28,16,12,1
317,28,17,11,1
318,28,17,11,1
319,28,17,11,1
320,28,17,11,1
321,28,17,11,1
322,28,17,11,1
323,28,17,11,1
324,28,17,11,1
325,28,17,11,1
326,28,17,11,1
327,28,17,11,1
328,28,17,11,1
329,28,17,11,1
330,28,17,11,1
331,28,17,11,1
332,28,17,11,1
333,28,17,11,1
334,28,17,11,1
335,28,17,11,1
336,28,17,11,1
337,28,17,11,1
338,28,17,11,1
339,28,17,11,1
340,28,17,11,1
341,28,17,11,1
342,28,17,11,1
343,28,17,11,1
344,28,18,10,1
345,28,18,10,1
346,28,18,10,1
347,28,18,10,1
348,28,18,10,1
349,28,18,10,1
350,28,18,10,1
351,28,18,10,1
352,28,18,10,1
353,28,18,10,1
354,28,18,10,1
355,28,18,10,1
356,28,18,10,1
357,28,19,9,1
358,28,19,9,1
359,28,19,9,1
360,28,19.5,8.5,1
361,28,20,8,1
362,28,20,8,1
363,28,20,8,1
364,28,20,8,1
365,28,20,8,1
366,28,20,8,1
367,28,20,8,1
368,28,20,8,1
369,28,20,8,1
370,28,20,8,1
371,28,19,9,1
372,28,19,9,1
373,28,19,9,1
374,28,20,8,1
375,28,20,8,1
376,28,21,7,1
377,28,21,7,1
378,28,22,6,1
379,28,22,6,1
380,28,21,7,1
381,28,20,8,1
382,28,20,8,1
383,28,20,8,1
384,28,21,7,1
385,28,21,7,1
386,28,21,7,1
387,28,21,7,1
388,28,22,6,1
389,28,22,6,1
390,28,22,6,1
391,28,21,7,1
392,28,21,7,1
393,28,21,7,1
394,28,20,8,1
395,28,20,8,1
396,28,20,8,1
397,28,20,8,1
398,28,21,7,1
399,28,21,7,1
400,28,20,8,1
401,28,21,7,1
402,28,22,6,1
403,28,22,6,1
404,28,21,7,1
405,28,21,7,1
406,28,20,8,1
407,28,18,10,1
408,28,16,12,1
409,28,16,12,1
410,28,16,12,1
411,28,13,15,1
412,28,13,15,1
413,28,13,15,1
414,28,13,15,1
415,28,13,15,1
416,28,12,16,1
417,28,13,15,1
418,28,13,15,1
419,28,12,16,1
420,28,13,15,1
421,28,14,14,1
422,28,14,14,1
423,28,14,14,1
424,28,15,13,1
425,28,14,14,1
426,28,13,15,1
427,28,12,16,1
428,28,9,19,1
429,28,8,20,1
430,28,9,19,1
431,28,11,17,1
432,28,9,19,1
433,28,11,17,1
434,28,11,17,1
435,28,10,18,1
436,28,10,18,1
437,28,8,20,1
438,28,8,20,1
439,28,8,20,1
440,28,8,20,1
441,28,8,20,1
442,28,7,21,1
443,28,7,21,1
444,28,9,19,1
445,28,9,19,1
446,28,11,17,1
447,28,10,18,1
448,28,9,19,1
449,28,9,19,1
450,28,7,21,1
451,28,5,23,1
452,28,4,24,1
453,28,3,25,1
454,28,2,26,1
455,28,2,26,1
456,28,5,23,1
457,28,1,27,1
458,28,1,27,1
459,28,1,27,1
460,28,3,25,1
461,28,3,25,1
462,28,4,24,1
463,28,5,23,1
464,28,1,27,1
465,28,1,27,1
466,28,3,25,1
467,28,1,27,1
468,28,1,27,1
469,28,1,27,1
470,28,2,26,1
471,28,3,25,1
472,28,2,26,1
473,28,0,28,1
474,28,0,28,1
475,28,0,28,1
476,28,1,27,1
477,28,0,28,1
478,28,0,28,1
479,28,0,28,1
480,28,0,28,1
481,28,0,28,1
482,28,1,27,1
483,28,0,28,1
484,28,1,27,1
485,28,0,28,1
486,28,6,22,1
487,28,4,24,1
488,28,2,26,1
489,28,0,28,1
490,28,1,27,1
491,28,2,26,1
492,28,2,26,1
493,28,5,23,1
494,28,1,27,1
495,28,0,28,1
496,28,3,25,1
497,28,2,26,1
498,28,1,27,1
499,28,1,27,1
500,28,0.5,27.5,1
501,28,0,28,1
502,28,0,28,1
503,28,2,26,1
504,28,1,27,1
505,28,1,27,1
506,28,4,24,1
507,28,1,27,1
508,28,0,28,1
509,28,1,27,1
510,28,0.5,27.5,1
511,28,0,28,1
512,28,0,28,1
513,28,2,26,1
514,28,0,28,1
515,28,1,27,1
516,28,4,24,1
517,28,3,25,1
518,28,1,27,1
519,28,0,28,1
520,28,0,28,1
521,28,0,28,1
522,28,0,28,1
523,28,4,24,1
524,28,1,27,1
525,28,1,27,1
526,28,4,24,1
527,28,0,28,1
528,28,2,26,1
529,28,0,28,1
530,28,0,28,1
531,28,0,28,1
532,28,0,28,1
533,28,0,28,1
534,28,0,28,1
535,28,0,28,1
536,28,0.5,27.5,1
537,28,1,27,1
538,28,2,26,1
539,28,0,28,1
540,28,0,28,1
541,28,0,28,1
542,28,0,28,1
543,28,1,27,1
544,28,2,26,1
545,28,0,28,1
546,28,0,28,1
547,28,0,28,1
548,28,0,28,1
549,28,0,28,1
550,28,0,28,1
551,28,0,28,1
552,28,0,28,1
553,28,0,28,1
554,28,1,27,1
555,28,2,26,1
556,28,0,28,1
557,28,0,28,1
558,28,1,27,1
559,28,0,28,1
560,28,0,28,1
561,28,0,28,1
562,28,4,24,1
563,28,8,20,1
564,28,9,19,1
565,28,3,25,1
566,28,2,26,1
567,28,1,27,1
568,28,0,28,1
569,28,0,28,1
570,28,0,28,1
571,28,0,28,1
572,28,0,28,1
573,28,0,28,1
574,28,0,28,1
575,28,0,28,1
576,28,0,28,1
577,28,0,28,1
578,28,0,28,1
579,28,0,28,1
580,28,1,27,1
581,28,2,26,1
582,28,0,28,1
583,28,0,28,1
584,28,0,28,1
585,28,0,28,1
586,28,0,28,1
587,28,0,28,1
588,28,0,28,1
589,28,0,28,1
590,28,0,28,1
591,28,0,28,1
592,28,0,28,1
593,28,0,28,1
594,28,0,28,1
595,28,0,28,1
596,28,0,28,1
597,28,0,28,1
598,28,0,28,1
599,28,0,28,1
600,28,0,28,1
601,28,0,28,1
602,28,0,28,1
603,28,0,28,1
604,28,0,28,1
605,28,0,28,1
606,28,0,28,1
607,28,0,28,1
608,28,0,28,1
609,28,0,28,1
610,28,0,28,1
611,28,0,28,1
612,28,0,28,1
613,28,0.5,27.5,1
614,28,0.5,27.5,1
615,28,0.5,27.5,1
616,28,0.5,27.5,1
617,28,0.5,27.5,1
618,28,0.5,27.5,1
619,28,0.5,27.5,1
620,28,0.5,27.5,1
621,28,0.5,27.5,1
622,28,0.5,27.5,1
623,28,0.5,27.5,1
624,28,0.5,27.5,1
625,28,0.5,27.5,1
626,28,0.5,27.5,1
627,28,0.5,27.5,1
628,28,0.5,27.5,1
629,28,1,27,1
630,28,1,27,1
631,28,1,27,1
632,28,0.5,27.5,1
633,28,0,28,1
634,28,0,28,1
635,28,0,28,1
636,28,0,28,1
637,28,0,28,1
638,28,0,28,1
639,28,0,28,1
640,28,0,28,1
641,28,0,28,1
642,28,0,28,1
643,28,1,27,1
644,28,2,26,1
645,28,2,26,1
646,28,0,28,1
647,28,0,28,1
648,28,0,28,1
649,28,2,26,1
650,28,3.5,24.5,1
651,28,5,23,1
652,28,5,23,1
653,28,4,24,1
654,28,4,24,1
655,28,4,24,1
656,28,2,26,1
657,28,0,28,1
658,28,0,28,1
659,28,4,24,1
660,28,4.5,23.5,1
661,28,5,23,1
662,28,5,23,1
663,28,4,24,1
664,28,4,24,1
665,28,4,24,1
666,28,1,27,1
667,28,1,27,1
668,28,1,27,1
669,28,1,27,1
670,28,1,27,1
671,28,1,27,1
672,28,1,27,1
673,28,1,27,1
674,28,2,26,1
675,28,1,27,1
676,28,1,27,1
677,28,1,27,1
678,28,1,27,1
679,28,1,27,1
680,28,1,27,1
681,28,1,27,1
682,28,1,27,1
683,28,2,26,1
684,28,2,26,1
685,28,5,23,1
686,28,2,26,1
687,28,2,26,1
688,28,0,28,1
689,28,0,28,1
690,28,0,28,1
691,28,0,28,1
692,28,0,28,1
693,28,0,28,1
694,28,0,28,1
695,28,0,28,1
696,28,0,28,1
697,28,0,28,1
698,28,1,27,1
699,28,3,25,1
700,28,3,25,1
701,28,3,25,1
702,28,3,25,1
703,28,3,25,1
704,28,2.5,25.5,1
705,28,2,26,1
706,28,0,28,1
707,28,0,28,1
708,28,0,28,1
709,28,0,28,1
710,28,0,28,1
711,28,0,28,1
712,28,0,28,1
713,28,1,27,1
714,28,1,27,1
715,28,1,27,1
716,28,0,28,1
717,28,0,28,1
718,28,0,28,1
719,28,0,28,1
720,28,0,28,1
721,28,0,28,1
722,28,0,28,1
723,28,2,26,1
724,28,1,27,1
725,28,0,28,1
726,28,0,28,1
727,28,0,28,1
728,28,2,26,1
729,28,3,25,1
730,28,4,24,1
731,28,5,23,1
732,28,4,24,1
733,28,6,22,1
734,28,9,19,1
735,28,8,20,1
736,28,8,20,1
737,28,7,21,1
738,28,8,20,1
739,28,8,20,1
740,28,8,20,1
741,28,8,20,1
742,28,8,20,1
743,28,9,19,1
744,28,11,17,1
745,28,13,15,1
746,28,14,14,1
747,28,14,14,1
748,28,16,12,1
749,28,13,15,1
750,28,11,17,1
751,28,9,19,1
752,28,10,18,1
753,28,10,18,1
754,28,7,21,1
755,28,2,26,1
756,28,2,26,1
757,28,0,28,1
758,28,1,27,1
759,28,1,27,1
760,28,1,27,1
761,28,1,27,1
762,28,0,28,1
763,28,2,26,1
764,28,1,27,1
765,28,0,28,1
766,28,0,28,1
767,28,0,28,1
768,28,2,26,1
769,28,0,28,1
770,28,0,28,1
771,28,0,28,1
772,28,0,28,1
773,28,1,27,1
774,28,0,28,1
775,28,0,28,1
776,28,1,27,1
777,28,1,27,1
778,28,1,27,1
779,28,1,27,1
780,28,0.5,27.5,1
781,28,0,28,1
782,28,1,27,1
783,28,4,24,1
784,28,2,26,1
785,28,1,27,1
786,28,0,28,1
787,28,0,28,1
788,28,0,28,1
789,28,1,27,1
790,28,1,27,1
791,28,1,27,1
792,28,1,27,1
793,28,2,26,1
794,28,1,27,1
795,28,1.5,26.5,1
796,28,2,26,1
797,28,1,27,1
798,28,1,27,1
799,28,1,27,1
800,28,1,27,1
801,28,1,27,1
802,28,0,28,1
803,28,1,27,1
804,28,0,28,1
805,28,1,27,1
806,28,0,28,1
807,28,0,28,1
808,28,0,28,1
809,28,2,26,1
810,28,1,27,1
811,28,0,28,1
812,28,0,28,1
813,28,1,27,1
814,28,1,27,1
815,28,0,28,1
816,28,0,28,1
817,28,0,28,1
818,28,1,27,1
819,28,2,26,1
820,28,2,26,1
821,28,2,26,1
822,28,1,27,1
823,28,2,26,1
824,28,1,27,1
825,28,1,27,1
826,28,1,27,1
827,28,1,27,1
828,28,2,26,1
829,28,5,23,1
830,28,2.5,25.5,1
831,28,0,28,1
832,28,2,26,1
833,28,2,26,1
834,28,0,28,1
835,28,0,28,1
836,28,1,27,1
837,28,2,26,1
838,28,1,27,1
839,28,1,27,1
840,28,1.5,26.5,1
841,28,2,26,1
842,28,1,27,1
843,28,2,26,1
844,28,1,27,1
845,28,1,27,1
846,28,1,27,1
847,28,1,27,1
848,28,1,27,1
849,28,2,26,1
850,28,1,27,1
851,28,0,28,1
852,28,0,28,1
853,28,0,28,1
854,28,0,28,1
855,28,1,27,1
856,28,1,27,1
857,28,2,26,1
858,28,1,27,1
859,28,1,27,1
860,28,0.5,27.5,1
861,28,0,28,1
862,28,0,28,1
863,28,1,27,1
864,28,1,27,1
865,28,0,28,1
866,28,0,28,1
867,28,1,27,1
868,28,1,27,1
869,28,2,26,1
870,28,1,27,1
871,28,0,28,1
872,28,0,28,1
873,28,2,26,1
874,28,3,25,1
875,28,2,26,1
876,28,1,27,1
877,28,0,28,1
878,28,2,26,1
879,28,2,26,1
880,28,1,27,1
881,28,0,28,1
882,28,0,28,1
883,28,0,28,1
884,28,0,28,1
885,28,1,27,1
886,28,0,28,1
887,28,0,28,1
888,28,0,28,1
889,28,2,26,1
890,28,1,27,1
891,28,0,28,1
892,28,0,28,1
893,28,0,28,1
894,28,0,28,1
895,28,0,28,1
896,28,1,27,1
897,28,1,27,1
898,28,1,27,1
899,28,0,28,1
900,28,1,27,1
901,28,1,27,1
902,28,1,27,1
903,28,2,26,1
904,28,2,26,1
905,28,0,28,1
906,28,0,28,1
907,28,1,27,1
908,28,5,23,1
909,28,5,23,1
910,28,4,24,1
911,28,3,25,1
912,28,1,27,1
913,28,4,24,1
914,28,4,24,1
915,28,4,24,1
916,28,2,26,1
917,28,3,25,1
918,28,5,23,1
919,28,4,24,1
920,28,2.5,25.5,1
921,28,1,27,1
922,28,1,27,1
923,28,1,27,1
924,28,1,27,1
925,28,1,27,1
926,28,1,27,1
927,28,1,27,1
928,28,2,26,1
929,28,4,24,1
930,28,3,25,1
931,28,2,26,1
932,28,1,27,1
933,28,3,25,1
934,28,3,25,1
935,28,4,24,1
936,28,3,25,1
937,28,3,25,1
938,28,2,26,1
939,28,2,26,1
940,28,2,26,1
941,28,2,26,1
942,28,2,26,1
943,28,2,26,1
944,28,1,27,1
945,28,6,22,1
946,28,7,21,1
947,28,8,20,1
948,28,10,18,1
949,28,10,18,1
950,28,10.5,17.5,1
951,28,11,17,1
952,28,13,15,1
953,28,16,12,1
954,28,18,10,1
955,28,18,10,1
956,28,18,10,1
957,28,20,8,1
958,28,20,8,1
959,28,20,8,1
960,28,17,11,1
961,28,16,12,1
962,28,15,13,1
963,28,16,12,1
964,28,16,12,1
965,28,13,15,1
966,28,11,17,1
967,28,11,17,1
968,28,12,16,1
969,28,13,15,1
970,28,12,16,1
971,28,11,17,1
972,28,13,15,1
973,28,11,17,1
974,28,12,16,1
975,28,15,13,1
976,28,14,14,1
977,28,14,14,1
978,28,15,13,1
979,28,14,14,1
980,28,10,18,1
981,28,6,22,1
982,28,6,22,1
983,28,8,20,1
984,28,7,21,1
985,28,9,19,1
986,28,8,20,1
987,28,8,20,1
988,28,9,19,1
989,28,9,19,1
990,28,12,16,1
991,28,12,16,1
992,28,15,13,1
993,28,16,12,1
994,28,18,10,1
995,28,19,9,1
996,28,22,6,1
997,28,23,5,1
998,28,24,4,1
999,28,23,5,1
1000,28,21,7,1
1001,28,19,9,1
1002,28,17,11,1
1003,28,16,12,1
1004,28,17,11,1
1005,28,19,9,1
1006,28,15,13,1
1007,28,16,12,1
1008,28,14,14,1
1009,28,12,16,1
1010,28,12,16,1
1011,28,12,16,1
1012,28,12,16,1
1013,28,9,19,1
1014,28,9,19,1
1015,28,9,19,1
1016,28,11,17,1
1017,28,8,20,1
1018,28,6,22,1
1019,28,6,22,1
1020,28,4,24,1
1021,28,4,24,1
1022,28,2,26,1
1023,28,7,21,1
1024,28,8,20,1
1025,28,8,20,1
1026,28,8,20,1
1027,28,11,17,1
1028,28,9,19,1
1029,28,7,21,1
1030,28,9,19,1
1031,28,11,17,1
1032,28,11,17,1
1033,28,12,16,1
1034,28,10,18,1
1035,28,12,16,1
1036,28,13,15,1
1037,28,14,14,1
1038,28,13,15,1
1039,28,15,13,1
1040,28,13,15,1
1041,28,11,17,1
1042,28,13,15,1
1043,28,14.5,13.5,1
1044,28,16,12,1
1045,28,17,11,1
1046,28,16,12,1
1047,28,19,9,1
1048,28,18,10,1
1049,28,17,11,1
1050,28,15,13,1
1051,28,13,15,1
1052,28,11,17,1
1053,28,8,20,1
1054,28,6,22,1
1055,28,8,20,1
1056,28,7,21,1
1057,28,6,22,1
1058,28,6,22,1
1059,28,7,21,1
1060,28,8,20,1
1061,28,9,19,1
1062,28,6,22,1
1063,28,6,22,1
1064,28,8,20,1
1065,28,6,22,1
1066,28,8,20,1
1067,28,9,19,1
1068,28,10,18,1
1069,28,12,16,1
1070,28,10,18,1
1071,28,11,17,1
1072,28,12,16,1
1073,28,10,18,1
1074,28,6,22,1
1075,28,6,22,1
1076,28,5,23,1
1077,28,7,21,1
1078,28,5,23,1
1079,28,4,24,1
1080,28,2.5,25.5,1
1081,28,1,27,1
1082,28,3.5,24.5,1
1083,28,6,22,1
1084,28,6,22,1
1085,28,6,22,1
1086,28,5,23,1
1087,28,6,22,1
1088,28,5,23,1
1089,28,4,24,1
1090,28,4,24,1
1091,28,4,24,1
1092,28,7,21,1
1093,28,9,19,1
1094,28,6,22,1
1095,28,7,21,1
1096,28,12,16,1
1097,28,11,17,1
1098,28,10,18,1
1099,28,11,17,1
1100,28,11.5,16.5,1
1101,28,12,16,1
1102,28,11,17,1
1103,28,13,15,1
1104,28,13,15,1
1105,28,11,17,1
1106,28,9,19,1
1107,28,9,19,1
1108,28,11,17,1
1109,28,11,17,1
1110,28,11.5,16.5,1
1111,28,12,16,1
1112,28,10,18,1
1113,28,7,21,1
1114,28,6,22,1
1115,28,4,24,1
1116,28,1,27,1
1117,28,2,26,1
1118,28,2,26,1
1119,28,3,25,1
1120,28,2,26,1
1121,28,1,27,1
1122,28,0,28,1
1123,28,2,26,1
1124,28,1,27,1
1125,28,1,27,1
1126,28,0,28,1
1127,28,2,26,1
1128,28,1,27,1
1129,28,1,27,1
1130,28,2,26,1
1131,28,3,25,1
1132,28,4,24,1
1133,28,1,27,1
1134,28,2,26,1
1135,28,2,26,1
1136,28,1,27,1
1137,28,1,27,1
1138,28,1,27,1
1139,28,0,28,1
1140,28,0,28,1
1141,28,0,28,1
1142,28,0,28,1
1143,28,0,28,1
1144,28,0,28,1
1145,28,1,27,1
1146,28,0,28,1
1147,28,1,27,1
1148,28,0,28,1
1149,28,2,26,1
1150,28,2,26,1
1151,28,2,26,1
1152,28,1,27,1
1153,28,0,28,1
1154,28,0,28,1
1155,28,1,27,1
1156,28,3,25,1
1157,28,1,27,1
1158,28,0,28,1
1159,28,0,28,1
1160,28,0.5,27.5,1
1161,28,1,27,1
1162,28,0,28,1
1163,28,1,27,1
1164,28,1,27,1
1165,28,2,26,1
1166,28,4,24,1
1167,28,4,24,1
1168,28,4,24,1
1169,28,2,26,1
1170,28,1,27,1
1171,28,0,28,1
1172,28,0,28,1
1173,28,1,27,1
1174,28,1,27,1
1175,28,1,27,1
1176,28,2,26,1
1177,28,1,27,1
1178,28,1,27,1
1179,28,1,27,1
1180,28,0.5,27.5,1
1181,28,0,28,1
1182,28,0,28,1
1183,28,1,27,1
1184,28,1,27,1
1185,28,1,27,1
1186,28,1,27,1
1187,28,1,27,1
1188,28,1,27,1
1189,28,1,27,1
1190,28,1,27,1
1191,28,0,28,1
1192,28,1,27,1
1193,28,1,27,1
1194,28,2,26,1
1195,28,2,26,1
1196,28,0,28,1
1197,28,0,28,1
1198,28,0,28,1
1199,28,4,24,1
1200,28,4,24,1
1201,28,4,24,1
1202,28,3,25,1
1203,28,9,19,1
1204,28,8,20,1
1205,28,7,21,1
1206,28,7,21,1
1207,28,7,21,1
1208,28,5,23,1
1209,28,3,25,1
1210,28,2,26,1
1211,28,2,26,1
1212,28,3,25,1
1213,28,2,26,1
1214,28,2,26,1
1215,28,1,27,1
1216,28,0,28,1
1217,28,0,28,1
1218,28,0,28,1
1219,28,1,27,1
1220,28,1,27,1
1221,28,1,27,1
1222,28,1,27,1
1223,28,1,27,1
1224,28,1,27,1
1225,28,0,28,1
1226,28,0,28,1
1227,28,0,28,1
1228,28,0,28,1
1229,28,1,27,1
1230,28,0.5,27.5,1
1231,28,0,28,1
1232,28,0,28,1
1233,28,0,28,1
1234,28,1,27,1
1235,28,1,27,1
1236,28,0,28,1
1237,28,0,28,1
1238,28,0,28,1
1239,28,0,28,1
1240,28,1,27,1
1241,28,1,27,1
1242,28,0,28,1
1243,28,1,27,1
1244,28,1,27,1
1245,28,2,26,1
1246,28,2,26,1
1247,28,2,26,1
1248,28,4,24,1
1249,28,1,27,1
1250,28,1,27,1
1251,28,1,27,1
1252,28,2,26,1
1253,28,3,25,1
1254,28,3,25,1
1255,28,3,25,1
1256,28,2,26,1
1257,28,3,25,1
1258,28,3,25,1
1259,28,3,25,1
1260,28,3.5,24.5,1
1261,28,4,24,1
1262,28,4,24,1
1263,28,7,21,1
1264,28,7,21,1
1265,28,6,22,1
1266,28,5,23,1
1267,28,3,25,1
1268,28,3,25,1
1269,28,5,23,1
1270,28,4,24,1
1271,28,4,24,1
1272,28,3,25,1
1273,28,3,25,1
1274,28,5,23,1
1275,28,7,21,1
1276,28,5,23,1
1277,28,3,25,1
1278,28,4,24,1
1279,28,4,24,1
1280,28,4.5,23.5,1
1281,28,5,23,1
1282,28,4,24,1
1283,28,4,24,1
1284,28,2,26,1
1285,28,2,26,1
1286,28,3,25,1
1287,28,0,28,1
1288,28,4,24,1
1289,28,5,23,1
1290,28,4,24,1
1291,28,3,25,1
1292,28,2,26,1
1293,28,1,27,1
1294,28,1,27,1
1295,28,4,24,1
1296,28,5,23,1
1297,28,5,23,1
1298,28,3,25,1
1299,28,4,24,1
1300,28,6,22,1
1301,28,2,26,1
1302,28,2,26,1
1303,28,2,26,1
1304,28,2,26,1
1305,28,0,28,1
1306,28,1,27,1
1307,28,0,28,1
1308,28,2,26,1
1309,28,1,27,1
1310,28,1,27,1
1311,28,0,28,1
1312,28,0,28,1
1313,28,1,27,1
1314,28,0,28,1
1315,28,0,28,1
1316,28,1,27,1
1317,28,1,27,1
1318,28,1,27,1
1319,28,1,27,1
1320,28,1.5,26.5,1
1321,28,2,26,1
1322,28,2,26,1
1323,28,3,25,1
1324,28,2,26,1
1325,28,0,28,1
1326,28,0,28,1
1327,28,0,28,1
1328,28,0,28,1
1329,28,0,28,1
1330,28,1,27,1
1331,28,1,27,1
1332,28,0,28,1
1333,28,0,28,1
1334,28,0,28,1
1335,28,2,26,1
1336,28,1,27,1
1337,28,1,27,1
1338,28,0,28,1
1339,28,1,27,1
1340,28,1,27,1
1341,28,1,27,1
1342,28,0.5,27.5,1
1343,28,0,28,1
1344,28,0,28,1
